image_id,image_url,prompt
6860675,https://i.travelapi.com/hotels/2000000/1390000/1384100/1384084/38aed2c3_b.jpg,"a white bed, bedroom interior, grey striped walls, neutral flat lighting, white bed, whole room, small bedroom, brown and white color scheme, cream - colored room, bedroom, room interior, dreampool rooms, bed on the right, other bedrooms can be seen, dim bedroom, studio la cachette, natural light in room, room"
8617110,https://i.travelapi.com/hotels/4000000/3940000/3939700/3939609/ffae0311_b.jpg,"a bedroom with a bed and a television, bed on the right, bedroom interior, small bedroom, dreampool rooms, photograph of 3d ios room, bed, beds, bed room, other bedrooms can be seen, bedroom, whole room, furnished room, manuka, room shot, large room, large comfy bed, dim bedroom, room interior, room, white bed"
6533512,https://i.travelapi.com/hotels/1000000/810000/809100/809032/621a3f6d_b.jpg,"a bed in a room with a painting on the wall, fishes floating in bedroom, tropical color scheme, elegant coral sea bottom, dreampool rooms, bedroom interior, interior design photography, photograph of 3d ios room, wall mural, room interior, room shot, bed room, in a beachfront environment, whole room, interior design, tropical undertones"
8127519,https://i.travelapi.com/hotels/6000000/5990000/5981200/5981193/d08139f9_b.jpg,"a white couch, white and blue color scheme, cream and blue color scheme, brightly lit blue room, blue and white colour scheme, bed room, blue room, room, sky blue and white color scheme, whole room, blue and white color scheme, brightly lit room, cute room, large room, open room, white bed, small bedroom, furnished room, white studio"
3841292,https://traffickcam.com/images/2018/5/20170403_142655_B2PGIJ.jpg,"a bed with a white comforter and a picture of a man, bed on the right, hotel room, hidden camera photo, hyper liminal photo, room shot, frame around picture, tilted camera angle, sitting on the edge of a bed, hdr photorealism, random object position, an scp anomalous object, tilted camera, art station award winning"
6229417,https://i.travelapi.com/hotels/1000000/60000/56200/56160/3771d132_b.jpg,"a bathroom with a sink, toilet, and mirror, interior of a bathroom, interior photograph, bathroom, exquisitely designed throne room, premium bathroom design, rustic throne room, white marble interior photograph, motel, room interior, throne room, toilet, interior room, hotel room, interior of room, interior of a small, western saloon theme, the toilet is shiny"
7690106,https://i.travelapi.com/hotels/5000000/4100000/4099800/4099761/5da11f14_b.jpg,"a bedroom with a bed and a chandel, white bed, carrara marble, made of carrara marble, white elegant baroque design, other bedrooms can be seen, bedroom interior, bed room, dim bedroom, greek white marble, beds, wooden ceiling, old roman style, made from old stone, ancient roman style, boudoir, white marble interior photograph, bedroom"
6256492,https://i.travelapi.com/hotels/1000000/610000/600300/600218/efc2170d_b.jpg,"a bathroom with a sink and a mirror, tiles curtains, tiled room squared waterway, tiles, interior of a bathroom, bathroom, tiny room with dirty wall tiles, wet reflective tile floor, premium bathroom design, beautiful colorful tilework, decorative panels, patterned tilework, tile floor, beautiful tilework, tiled floor, interior decoration, glass mosaic"
8300319,https://i.travelapi.com/hotels/1000000/50000/41500/41454/01c89d9c_b.jpg,"a hotel room with a bed, television and desk, room shot, bed on the right, whole room, room, large room, hotel room, dreampool rooms, bed room, room interior, motel, tons of rooms, furnished room, full room view, other bedrooms can be seen, hotel, one large room, interior photograph, photograph of 3d ios room"
6149545,https://i.travelapi.com/hotels/1000000/20000/10900/10844/1fc3278b_b.jpg,"a hotel room with two beds and a desk, dreampool rooms, blue and white color scheme, cream and blue color scheme, brightly lit blue room, white and blue color scheme, sky blue and white color scheme, blue theme and yellow accents, bed on the right, brown and cyan blue color scheme, bedroom interior, blue grey and white color scheme"
6963606,https://i.travelapi.com/hotels/3000000/2040000/2038700/2038684/46d7a1c7_b.jpg,"a hotel room with a large bed and a television, dreampool rooms, room, luxurious suit, furnished room, large room, room shot, bed on the right, hotel room, hotel, sun coast, whole room, sublime-comfy-elegant ambience, brightly lit room, full room view, room interior, beds, bed room, one large room, comfortable atmosphere"
7907764,https://i.travelapi.com/hotels/5000000/4840000/4831600/4831584/a0ce4b2e_b.jpg,"a blue door is open on a balcony, an estate agent listing photo, blue door, doors to various bedrooms, greek fantasy panorama, opening door, there is a window to the sea, doors that are cosmic portals, strong blue rimlit, open door, blue walls, behind that turquoise mountains, view of sea, doors to various living quarters"
8240515,https://i.travelapi.com/hotels/7000000/6610000/6602000/6601992/69ed34c8_b.jpg,"a living room with a pool and a couch, lounge room, open room, furnished room, dreampool rooms, interior design photography, sliding glass windows, luxurious suit, photograph of 3d ios room, interior room, cozy and peaceful atmosphere, lots of decoration and furniture, interior living room, living room, sublime-comfy-elegant ambience, residential design, glass room"
8076054,https://i.travelapi.com/hotels/4000000/3900000/3894100/3894002/dbde339f_b.jpg,"a white house with a large white umbrella, cycladic! sculptural style, cycladic sculptural style, in santorini island, white cloth in wind shining, greek fantasy panorama, mediterranean vista, view of sea, panoramic view, mediterranean features, villa, seaview, architectural digest photo, greek pool, mediterranean island scenery, beautiful terrace, exterior photography, beach bar"
6400501,https://i.travelapi.com/hotels/1000000/10000/3300/3283/79ee194c_b.jpg,"a view of a living room through a door, furnished room, thomas kinkade. cute cozy room, chateau frontenac, brightly lit blue room, sublime-comfy-elegant ambience, luxurious suit, room interior, popular interior design style, large room, living room interior design, bay window sofa, silver and blue color schemes, exquisitely designed throne room"
6231527,https://i.travelapi.com/hotels/1000000/20000/16200/16106/e22dfab3_b.jpg,"a bathroom with a toilet, sink, and mirror, interior of a bathroom, premium bathroom design, bathroom, cream - colored room, sand - colored walls, beige color scheme, tiny room with dirty wall tiles, small room, brown and cream color scheme, interior design photography, bathtub with golden faucet, interior photograph, brown and white color scheme, hotel room, showers"
6677398,https://i.travelapi.com/hotels/1000000/980000/971700/971604/bdbaaf7e_b.jpg,"a hotel room with a bed, bathtub and a bathtub, dreampool rooms, bed on the right, white marble interior photograph, whole room, room shot, tiled room squared waterway, large room, featuring marble fountains, one large room, hotel room, sublime-comfy-elegant ambience, furnished room, room, large comfy bed, room interior"
6018624,https://i.travelapi.com/hotels/1000000/30000/20500/20459/f8cc167e_b.jpg,"a hotel room with two beds and a desk, bed on the right, dreampool rooms, whole room, furnished room, room shot, hotel room, beds, large room, bed room, room, one large room, room interior, photograph of 3d ios room, hotel, cute room, brightly lit room, commercial photo, orange and white color scheme"
6010808,https://i.travelapi.com/hotels/1000000/30000/21700/21607/ad154260_b.jpg,"a hotel room with a couch, television and a flat screen, furnished room, large room, interior photograph, room interior, photograph of 3d ios room, kitchenette and conferenceroom, whole room, interior of room, room shot, room, photo still of interior, vip room, bed on the right, comfortable atmosphere, interior design photography, white marble interior photograph"
7526996,https://i.travelapi.com/hotels/4000000/3480000/3475400/3475394/e93d576c_b.jpg,"a living room with a fireplace and a couch, sliding glass windows, whistler, whole room, window in room, cozy and peaceful atmosphere, interior photograph, centered wide framed window, warm living room, studio la cachette, wide shot of a cabin interior, cottage core, warm fireplace, photo still of interior, traditional fireplace, comfortable atmosphere"
7568679,https://i.travelapi.com/hotels/4000000/3630000/3621400/3621323/8f1e4707_b.jpg,"a hotel room with a television, desk and chair, furnished room, kitchenette and conferenceroom, hotel room, room interior, whole room, large room, dreampool rooms, room shot, one large room, brightly lit room, interior of room, room, bed on the right, interior photograph, hollywood standard, cubical meeting room office"
7944191,https://i.travelapi.com/hotels/5000000/4740000/4732300/4732216/375ec257_b.jpg,"a hotel room with two beds and a desk, bed on the right, beds, other bedrooms can be seen, dreampool rooms, bedroom interior, room interior, bed room, whole room, hotel room, furnished room, room shot, large room, photograph of 3d ios room, room, interior photograph, bedroom, bed, big room, interior of room"
6916256,https://i.travelapi.com/hotels/2000000/1460000/1453800/1453738/a0306cc2_b.jpg,"a hotel room with a bed, desk, and television, kitchenette and conferenceroom, white marble interior photograph, furnished room, room interior, room, photograph of 3d ios room, interior room, interior of room, comfortable atmosphere, small room, open room, whole room, large room, brightly lit room, an interior of room, room shot"
6324022,https://i.travelapi.com/hotels/1000000/20000/13500/13499/02edf123_b.jpg,"a hotel room with two beds and a television, bed on the right, dreampool rooms, beds, large room, one large room, hotel room, room shot, large comfy bed, whole room, furnished room, room, tons of rooms, bed room, comfortable atmosphere, hotel, brightly lit room, symmetrical layout, luxurious suit"
6740439,https://i.travelapi.com/hotels/2000000/1120000/1111500/1111428/292ed0f1_b.jpg,"a hotel room with a bed and television, room interior, whole room, large room, room shot, room, bed on the right, photograph of 3d ios room, interior of room, brightly lit room, hotel room, furnished room, bedroom interior, bed room, hotel, dreampool rooms, bright room, interior design, one large room, comfortable atmosphere"
6209056,https://i.travelapi.com/hotels/1000000/30000/23500/23450/b6f5f9da_b.jpg,"a hotel room with two beds and a television, bed on the right, brightly lit purple room, dreampool rooms, bed room, beds, whole room, large room, room, room shot, hotel room, bedroom interior, brightly lit room, room interior, bed, furnished room, luxurious suit, lounge room, hotel, paris hotel style"
6933201,https://i.travelapi.com/hotels/2000000/1570000/1563900/1563803/24c6d589_b.jpg,"a vase of flowers on a table in a room, other bedrooms can be seen, french village interior, bedroom interior, picture of an interior loft, interior of a loft, room interior, interior of room, dreampool rooms, small bedroom, medieval cottage interior, romantic ambiente, boudoir, bedroom, sublime-comfy-elegant ambience, wooden interior"
6807298,https://i.travelapi.com/hotels/2000000/1220000/1216800/1216756/df5c910e_b.jpg,"a bed with a blue blanket, dreampool rooms, other bedrooms can be seen, white marble walls, beds, white marble interior photograph, bed on the right, room interior, white bed, room, dim bedroom, bedroom interior, white room, inside white room, interior of room, a room, photograph of 3d ios room, whole room"
6942177,https://i.travelapi.com/hotels/2000000/1590000/1580200/1580149/01201767_b.jpg,"a living room with a couch, coffee table and television, lounge room, sun coast, interior photograph, interior design photography, comfortable atmosphere, sublime-comfy-elegant ambience, an estate agent listing photo, lounge, cottages, poolrooms, the living room, interior of a living room, photo still of interior, modern pastel colours, furnished room"
6997785,https://i.travelapi.com/hotels/2000000/1700000/1699500/1699401/58126268_b.jpg,"a bedroom with two beds and a desk, bed on the right, picture of an interior loft, interior of a loft, beds, small bedroom, photograph of 3d ios room, basement, small room, whole room, a room, room, large room, other bedrooms can be seen, bedroom interior, room interior, interior of a small room, inside of a bedroom"
7118265,https://i.travelapi.com/hotels/2000000/1950000/1942000/1941927/dba5787c_b.jpg,"a large hotel lobby with a large reception desk, white marble interior photograph, interior photograph, commercial photo, zillow interior, interior design, hr geiger design, interior design photography, displays, award - winning design, photo still of interior, hcl, eyelevel perspective image, commercial photography, interior architecture view, retaildesignblog.net, corporate photo, hotel"
7052049,https://i.travelapi.com/hotels/2000000/1850000/1848300/1848252/bc640859_b.jpg,"a hotel room with a large bed and a television, hotel room, window in room, istanbul, window view, furnished room, full room view, sliding glass windows, dreampool rooms, glass room, large glass windows, room, floor - to - ceiling windows, bedroom interior, large room, room shot, luxurious suit, open room, dim bedroom, room interior"
6302294,https://i.travelapi.com/hotels/1000000/530000/527300/527270/b5220184_b.jpg,"a bedroom with a bed and a tv, bedroom interior, cozy calm! fabrics textiles, white bed, serene bedroom setting, luxurious suit, sublime-comfy-elegant ambience, luxurious environment, white and pink cloth, interior design photography, flowing silk sheets, luxurious theme, draped drapes, cream - colored room, room interior, cream and white color scheme"
8448480,https://i.travelapi.com/hotels/9000000/8220000/8216400/8216334/bbeda217_b.jpg,"a bathroom with a sink, toilet, and a television, premium bathroom design, interior of a bathroom, bathroom, luxurious suit, bathtub with golden faucet, sublime-comfy-elegant ambience, white marble interior photograph, exquisitely designed throne room, brightly lit room, modern bathroom, interior design photography, mirror and glass surfaces, black oil bath, luxurious environment"
7033018,https://i.travelapi.com/hotels/2000000/1800000/1793200/1793132/34412a89_b.jpg,"a bedroom with a bed and a ceiling fan, bed room, luxurious suit, bedroom interior, angkor thon, dim bedroom, dreampool rooms, other bedrooms can be seen, bedroom, cozy treehouse bedroom, serene bedroom setting, whole room, inside of a bedroom, bed on the right, furnished room, luxurious environment, wooden furtniture, beachwood treehouse"
7984277,https://i.travelapi.com/hotels/6000000/5190000/5189600/5189563/ec8f253e_b.jpg,"a room with a table and chairs and a painting, health spa and meditation center, interior photography, hdr photograph, photograph of 3d ios room, hdr photography, home interior, professional photo-n 3, 4 k editorial photograph, interior design, real estate photography, interior design photography, an estate agent listing photo, 4k professional photo, professional color photography"
8110093,https://i.travelapi.com/hotels/6000000/5510000/5502100/5502020/a9da4197_b.jpg,"a living room with a dining table and a television, furnished room, kitchenette and conferenceroom, room interior, large room, hotel room, luxurious suit, brightly lit room, white marble interior photograph, whole room, interior of room, open room, interior room, room, lounge room, office room interior, room shot, dreampool rooms, living room"
6849096,https://i.travelapi.com/hotels/2000000/1340000/1331000/1330920/b7853e81_b.jpg,"a living room with a couch, television, and a large window, interior design, living room interior, furnished room, elegant interior, city apartment cozy calm, luxury condo interior, city apartment, interior design photography, popular interior design style, room interior, apartment design, minimalist interior design, brown and white color scheme, interior living room, asian interior decoration"
6771057,https://i.travelapi.com/hotels/1000000/920000/917400/917399/b1fbd4dc_b.jpg,"a living room with a couch, table, and television, kitchenette and conferenceroom, real estate photography, furnished room, apartment set in the near future, apartment, interior photograph, wide shot of a cabin interior, interior design photography, large open room, zillow interior, dreampool rooms, mature color scheme, cottages, brown and white color scheme"
7039250,https://i.travelapi.com/hotels/2000000/1800000/1795800/1795742/2e3cc570_b.jpg,"a bed in a hotel room, brightly lit room, hotel room, room shot, dreampool rooms, room lighting, diffuse overhead lighting, artificial warm lighting, white marble interior photograph, open room, furnished room, brightly lit blue room, sterile minimalistic room, brightly lit purple room, room interior, room, hotel, popular interior design style, large room"
6871602,https://i.travelapi.com/hotels/2000000/1420000/1410900/1410824/fbc05762_b.jpg,"a hotel room with a bed, television and desk, brightly lit room, brightly lit blue room, brightly lit purple room, hotel room, whole room, dreampool rooms, room shot, furnished room, natural light in room, room, bed on the right, hotel, studio la cachette, blue accent lighting, neon lighting and spotlights, blue room"
8156767,https://i.travelapi.com/hotels/7000000/6120000/6116900/6116875/1babef87_b.jpg,"a room with a desk and a chair, small room, small bedroom, white marble interior photograph, room interior, interior of a small room, tiny room with dirty wall tiles, interior of room, room shot, bedroom interior, greek white marble, other bedrooms can be seen, interior of a bathroom, kitchenette and conferenceroom, room, in small room"
7104962,https://i.travelapi.com/hotels/3000000/2030000/2026200/2026185/0ce290dd_b.jpg,"a hotel room with two beds and a flat screen tv, dreampool rooms, bed on the right, beds, hotel room, large room, room shot, whole room, room interior, room, bed room, one large room, hotel, bedroom interior, furnished room, other bedrooms can be seen, brightly lit room, a room, tons of rooms, bed"
6507445,https://i.travelapi.com/hotels/1000000/610000/607200/607136/e5029222_b.jpg,"a bed in a hotel room, bed on the right, beds, dreampool rooms, sublime-comfy-elegant ambience, hotel room, other bedrooms can be seen, room shot, brightly lit room, bedroom interior, bed room, serene bedroom setting, white bed, gold linens, dim bedroom, room interior, whole room, room, furnished room, small bedroom"
7003184,https://i.travelapi.com/hotels/2000000/1710000/1706100/1706014/7f86aaf6_b.jpg,"a vase with a plant in it on a shelf, the fifth series, only five fingers, 5 th floor, 5, f5.6, 5 - channel, five fingers, five fingers on the hand, hand with five fingers, hands with five fingers, 6, f 6 aperture, award - winning brand agency, five-dimensional, five elegant fingers"
6755894,https://i.travelapi.com/hotels/2000000/1150000/1142400/1142375/14be3a2e_b.jpg,"a hotel room with a bed and a desk, luxurious suit, furnished room, hotel room, full room view, bed room, beds, room, whole room, bed on the right, comfortable atmosphere, large room, big room, room interior, hotel, window in room, room shot, photograph of 3d ios room, luxurious environment, interior of room, bedroom interior"
6416571,https://i.travelapi.com/hotels/3000000/2560000/2558700/2558655/b1ccd1ed_b.jpg,"a view of the ocean and mountains from a balcony, gulf of naples, the sea seen behind the city, view of sea, panoramic view, mediterranean vista, panoramic, panorama view, panorama, cinemascope panorama, ships in the harbor, scene from supplizia, in a mediterranean lanscape, sea in the background, view of the ocean, coast as the background"
6101923,https://i.travelapi.com/hotels/1000000/10000/7900/7821/e05a6654_b.jpg,"a bedroom with a fireplace and a bed, bedroom interior, serene bedroom setting, bed on the right, cozy room, open peat fire in center of room, dreampool rooms, whole room, cozy and peaceful atmosphere, warm fireplace, other bedrooms can be seen, bedroom, cozy bed, small bedroom, inside of a bedroom, irori fireplace"
6077619,https://i.travelapi.com/hotels/1000000/70000/63500/63439/e4c2ad15_b.jpg,"a bathroom with a toilet, sink and shower, bathroom, interior of a bathroom, room interior, showers, room, premium bathroom design, interior photograph, interior design photography, small room, detailed surroundings, commercial washroom hand dryer, kitchenette and conferenceroom, whole room, scandinavian design, toilet, tiled room squared waterway, tiny room with dirty wall tiles"
6167133,https://i.travelapi.com/hotels/1000000/530000/524400/524398/4a7a395c_b.jpg,"a hotel room with two beds and a television, furnished room, brightly lit room, large room, bed room, dreampool rooms, room, whole room, room interior, photograph of 3d ios room, sublime-comfy-elegant ambience, beds, comfortable atmosphere, bed on the right, room shot, bright room, hotel room, big room, open room"
7501606,https://i.travelapi.com/hotels/3000000/2300000/2293100/2293020/73955e13_b.jpg,"a hotel room with a red carpet and a red couch, large room, room interior, whole room, furnished room, hotel room, room, room shot, interior of room, kitchenette and conferenceroom, lounge room, big room, hotel, open room, one large room, a room, full room view, photograph of 3d ios room"
6366906,https://i.travelapi.com/hotels/1000000/460000/458300/458219/a460b24f_b.jpg,"a bathroom with a toilet, sink and mirror, very wide angle shot, very wide angle view, wide angle photo, wide angle full body, wide angle shots, interior of a bathroom, panoramic widescreen view, room shot, wide angle shot, ultra wide angle view, with wide angle lens, wide angle view, very very wide shot, wide - angle shot"
6920985,https://i.travelapi.com/hotels/2000000/1490000/1486500/1486450/d4abe62a_b.jpg,"a bedroom with a bed and a chair, other bedrooms can be seen, an estate agent listing photo, lounge room, furnished room, bedroom interior, dreampool rooms, whole room, bedroom, bed on the right, 1 9 2 0 s room, bed room, dirty linen robes, dim bedroom, interior of room, room interior, a room, colonial style"
6280247,https://i.travelapi.com/hotels/1000000/30000/27700/27614/eedde80f_b.jpg,"a bathroom with a large tub and a large sink, interior of a bathroom, premium bathroom design, bathroom, spa, exquisitely designed throne room, bathtub, tiled room squared waterway, interior design, dreampool rooms, bath like style, beautiful colorful tilework, interior design photography, bathtub with golden faucet, room interior, mediterranean features"
6341030,https://i.travelapi.com/hotels/1000000/20000/14700/14671/cd5add9e_b.jpg,"a hotel room with two beds and a desk, bed on the right, dreampool rooms, beds, large room, whole room, room, furnished room, brightly lit room, motel, room shot, one large room, photograph of 3d ios room, hotel room, comfortable atmosphere, hotel, diffuse overhead lighting, kitchenette and conferenceroom, interior photograph"
8230081,https://i.travelapi.com/hotels/7000000/6560000/6559300/6559219/1640f198_b.jpg,"a bedroom with a bed and a desk, bedroom interior, other bedrooms can be seen, dim bedroom, dreampool rooms, bed room, furnished room, bed on the right, bedroom, room interior, small bedroom, lots of decoration and furniture, brightly lit room, whole room, room, sublime-comfy-elegant ambience, decoration around the room, boudoir"
6057217,https://i.travelapi.com/hotels/1000000/10000/200/155/ac501250_b.jpg,"a bathroom with a sink and a mirror, white marble interior photograph, interior of a bathroom, premium bathroom design, ashford black marble, bathroom, mirror and glass surfaces, room interior, interior design, interior photograph, detailed professional, hollywood standard, interior of a small, the toilet is shiny, marble countertops, unique design, small room, brown wood cabinets"
7494273,https://i.travelapi.com/hotels/4000000/3130000/3127200/3127172/600b2d41_b.jpg,"a bedroom with a bed and a desk, boudoir, other bedrooms can be seen, bedroom interior, dreampool rooms, dim bedroom, bed on the right, exquisitely designed throne room, whole room, room interior, doors to various bedrooms, picture of an interior loft, decadent throne room, interior of room, studio la cachette"
6796664,https://i.travelapi.com/hotels/2000000/1200000/1195700/1195622/dccd2db3_b.jpg,"a bed in a room with a mirror, small bedroom, small room, room shot, paris hotel style, an escape room in a small, tiny room with dirty wall tiles, hotel room, dreampool rooms, studio la cachette, interior of a bathroom, other bedrooms can be seen, an estate agent listing photo, mirror and glass surfaces"
7875867,https://i.travelapi.com/hotels/5000000/4700000/4696500/4696500/f29fe6a3_b.jpg,"a hotel room with a bed and a television, room, small room in tokyo, brightly lit room, dreampool rooms, photograph of 3d ios room, hotel room, room shot, room interior, small bedroom, kitchenette and conferenceroom, bed room, bed on the right, furnished room, large room, bedroom interior, whole room, virtual metaverse room"
7114436,https://i.travelapi.com/hotels/3000000/2120000/2117500/2117446/9e76b038_b.jpg,"a bedroom with a red carpet and a white bed, paris hotel style, dreampool rooms, boudoir, room interior, whole room, brightly lit purple room, bedroom interior, large room, other bedrooms can be seen, hotel room, room, bed on the right, a room, bedroom, furnished room, luxurious suit, room shot, interior of room"
6019013,https://i.travelapi.com/hotels/1000000/10000/5300/5271/e51329bf_b.jpg,"a hotel room with two beds and a television, bed on the right, dreampool rooms, large room, whole room, room shot, room, hotel room, beds, one large room, furnished room, room interior, brightly lit room, bed room, comfortable atmosphere, hotel, tons of rooms, large comfy bed, photograph of 3d ios room, interior of room"
7413518,https://i.travelapi.com/hotels/3000000/2700000/2690900/2690859/257ded73_b.jpg,"a house with a pool and palm trees, lush garden surroundings, exterior photography, residential design, lush landscaping, villa, next to a tropical pool, outdoor design, next to a pool, garden environment, with a lush grass lawn, beatiful house, exterior design, mediterranean features, landscape architecture photo, with a fishpond and courtyard"
6445848,https://i.travelapi.com/hotels/1000000/10000/1000/910/d2acea6a_b.jpg,"a hotel room with two beds and a desk, whole room, room shot, dreampool rooms, room, room interior, bed on the right, large room, interior of room, origami studio 3 design, hotel room, small room, photograph of 3d ios room, cute room, tons of rooms, furnished room, interior photograph, one large room, bed room"
7093443,https://i.travelapi.com/hotels/2000000/1780000/1775000/1774984/1c7def7c_b.jpg,"a hotel room with a bed, desk, and television, large room, luxurious suit, furnished room, bed room, room, room interior, hotel room, whole room, dreampool rooms, bed on the right, brightly lit room, big room, room shot, sublime-comfy-elegant ambience, luxurious environment, comfortable atmosphere, hotel, interior decoration"
6658055,https://i.travelapi.com/hotels/1000000/920000/918600/918501/06243c80_b.jpg,"a hotel room with two beds and a television, bed on the right, dreampool rooms, beds, large room, large comfy bed, room, whole room, room shot, brightly lit room, hotel, symmetrical layout, hotel room, one large room, bed room, comfortable atmosphere, furnished room, motel, tons of rooms, room interior"
6826063,https://i.travelapi.com/hotels/1000000/10000/9200/9122/f3bcc104_b.jpg,"a balcony with chairs and a table on it, table set for second breakfast, ocean cliff view, breakfast buffet, balcony, costa blanca, mediterranean vista, seaview, view of sea, view of the ocean, cyprus, ocean view, looking out over the sea, there is a window to the sea, balconies, overlooking the ocean, next to the sea"
6310961,https://i.travelapi.com/hotels/1000000/120000/116000/115918/96fc8838_b.jpg,"a bathroom with a sink, toilet, and mirror, interior of a bathroom, bathroom, premium bathroom design, bathtub with golden faucet, bathtub, white marble interior photograph, mirror and glass surfaces, room interior, interior of a small, small room, interior photograph, ukraine. professional photo, hotel room, kitchenette and conferenceroom, bath"
7659393,https://i.travelapi.com/hotels/1000000/520000/519300/519244/1f68cffd_b.jpg,"a bed in a room, bed on the right, dreampool rooms, room shot, lounge room, bed room, bedroom interior, whole room, dim bedroom, humans sleeping in healing pods, small bedroom, white bed, hotel room, manuka, other bedrooms can be seen, natural light in room, beds, brightly lit room, bedroom, large room"
6866989,https://i.travelapi.com/hotels/2000000/1400000/1395800/1395716/341be56f_b.jpg,"a room with a bed, a table and chairs, yellow and blue color scheme, blue and yellow color scheme, blue theme and yellow accents, brightly lit blue room, blue and yellow theme, blue and yellow color theme, room interior, blue and gold color scheme, blue room, brightly lit room, blue and white colour scheme, cream and blue color scheme"
8162527,https://i.travelapi.com/hotels/7000000/6190000/6183900/6183843/8d7b53e8_b.jpg,"a bedroom with two beds and a television, seaview, room, bed room, hotel room, room shot, beds, rococco, dreampool rooms, luxurious suit, holiday resort, next to the sea, bed on the right, other bedrooms can be seen, full room view, tons of rooms, furnished room, whole room, hotel, brightly lit room"
7447928,https://i.travelapi.com/hotels/4000000/3020000/3014300/3014247/215ac29e_b.jpg,"a bathroom with a sink and a mirror, premium bathroom design, interior of a bathroom, luxurious suit, bathroom, black oil bath, bathtub with golden faucet, white marble interior photograph, exquisitely designed throne room, modern bathroom, bath like style, blue accent lighting, mirror and glass surfaces, black and blue color scheme, lacquered glass, interior room, bath, room interior"
7456883,https://i.travelapi.com/hotels/2000000/1160000/1155600/1155509/90d3b524_b.jpg,"two beds in a room with sliding doors, dreampool rooms, sun coast, room, resort, whole room, bed room, hotel, hotel room, room interior, bed on the right, white bed, bedroom interior, room shot, a room, kids place, gildhardho, beds, bedroom, cute room, other bedrooms can be seen, studio disney"
